country,lang,generatedAt,source,currency,divisions,league,club,clubEnglish,clubKey,clubLogo,direction,date,player,roman,playerId,transferId,dqdId,dqdNationality,nameSource,age,pos,position,nationality,nationalityFlag,otherClub,transferType,type,ftype,marketValue,marketValueNum,fee,feeValue,matched,rowMuted
China,zh,2026-08-11 12:16 UTC,Transfermarkt 中国中超/中甲/中乙 2026 夏季转会,€,中超|中甲|中乙,中超,上海海港,Shanghai Port,shanghai-port,https://tmssl.akamaized.net//images/wappen/homepageSmall/27190.png?lm=1702165860,in,2026-06-18,崔峻诚,Juncheng Cui,1436253,6383811,51138251,中国,懂球帝,19,RW,Right Winger,China,https://tmssl.akamaized.net//images/flagge/tiny/34.png?lm=1520611569,上海海港B队,,promotion,,?,,Promotion,,true,
China,zh,2026-08-11 12:16 UTC,Transfermarkt 中国中超/中甲/中乙 2026 夏季转会,€,中超|中甲|中乙,中超,上海海港,Shanghai Port,shanghai-port,https://tmssl.akamaized.net//images/wappen/homepageSmall/27190.png?lm=1702165860,in,2026-06-18,李瑞龙,Ruilong Li,1382898,6383805,51093650,中国,懂球帝,19,DM,Defensive Midfield,China,https://tmssl.akamaized.net//images/flagge/tiny/34.png?lm=1520611569,上海海港B队,,promotion,,?,,Promotion,,true,
China,zh,2026-08-11 12:16 UTC,Transfermarkt 中国中超/中甲/中乙 2026 夏季转会,€,中超|中甲|中乙,中超,上海海港,Shanghai Port,shanghai-port,https://tmssl.akamaized.net//images/wappen/homepageSmall/27190.png?lm=1702165860,in,2026-06-18,温钧翔,Junxiang Wen,1382897,6383807,51093647,中国,懂球帝,18,CF,Centre-Forward,China,https://tmssl.akamaized.net//images/flagge/tiny/34.png?lm=1520611569,上海海港B队,,promotion,,?,,Promotion,,true,
China,zh,2026-08-11 12:16 UTC,Transfermarkt 中国中超/中甲/中乙 2026 夏季转会,€,中超|中甲|中乙,中超,上海海港,Shanghai Port,shanghai-port,https://tmssl.akamaized.net//images/wappen/homepageSmall/27190.png?lm=1702165860,in,2026-06-18,张俊杰,Junjie Zhang,1068100,6383810,50795375,中国,懂球帝,19,LW,Left Winger,China,https://tmssl.akamaized.net//images/flagge/tiny/34.png?lm=1520611569,上海海港B队,,promotion,,?,,Promotion,,true,
China,zh,2026-08-11 12:16 UTC,Transfermarkt 中国中超/中甲/中乙 2026 夏季转会,€,中超|中甲|中乙,中超,上海海港,Shanghai Port,shanghai-port,https://tmssl.akamaized.net//images/wappen/homepageSmall/27190.png?lm=1702165860,out,2026-06-18,王丹,Dan Wang,1423231,6383752,51125767,中国,懂球帝,20,CF,Centre-Forward,China,https://tmssl.akamaized.net//images/flagge/tiny/34.png?lm=1520611569,上海海港B队,,other,,?,,?,,true,
China,zh,2026-08-11 12:16 UTC,Transfermarkt 中国中超/中甲/中乙 2026 夏季转会,€,中超|中甲|中乙,中超,上海海港,Shanghai Port,shanghai-port,https://tmssl.akamaized.net//images/wappen/homepageSmall/27190.png?lm=1702165860,out,2026-06-18,姜宇斐,Yufei Jiang,1520572,6383753,51211543,中国,懂球帝,19,DF,Defender,China,https://tmssl.akamaized.net//images/flagge/tiny/34.png?lm=1520611569,上海海港B队,,other,,?,,?,,true,
China,zh,2026-08-11 12:16 UTC,Transfermarkt 中国中超/中甲/中乙 2026 夏季转会,€,中超|中甲|中乙,中超,上海海港,Shanghai Port,shanghai-port,https://tmssl.akamaized.net//images/wappen/homepageSmall/27190.png?lm=1702165860,out,2026-06-18,王晶磊,Jinglei Wang,1382894,6383754,51093648,中国,懂球帝,19,LB,Left-Back,China,https://tmssl.akamaized.net//images/flagge/tiny/34.png?lm=1520611569,上海海港B队,,other,,?,,?,,true,
China,zh,2026-08-11 12:16 UTC,Transfermarkt 中国中超/中甲/中乙 2026 夏季转会,€,中超|中甲|中乙,中超,上海海港,Shanghai Port,shanghai-port,https://tmssl.akamaized.net//images/wappen/homepageSmall/27190.png?lm=1702165860,out,2026-06-18,梁锦鸿,Jinhong Liang,1430645,6383756,51137790,中国,懂球帝,17,CM,Central Midfield,China,https://tmssl.akamaized.net//images/flagge/tiny/34.png?lm=1520611569,上海海港B队,,other,,?,,?,,true,
China,zh,2026-08-11 12:16 UTC,Transfermarkt 中国中超/中甲/中乙 2026 夏季转会,€,中超|中甲|中乙,中超,上海申花,Shanghai Shenhua,shanghai-shenhua,https://tmssl.akamaized.net//images/wappen/homepageSmall/3183.png?lm=1716027760,in,2026-06-30,孙冬阳,Dongyang Sun,1405580,6451533,50946873,中国,懂球帝,18,GK,Goalkeeper,China,https://tmssl.akamaized.net//images/flagge/tiny/34.png?lm=1520611569,Shanghai Shenhua U19,,promotion,,?,,Promotion,,true,
China,zh,2026-08-11 12:16 UTC,Transfermarkt 中国中超/中甲/中乙 2026 夏季转会,€,中超|中甲|中乙,中超,成都蓉城,Chengdu Rongcheng,chengdu-rongcheng,https://tmssl.akamaized.net//images/wappen/homepageSmall/65791.png?lm=1735794024,in,2026-06-19,帅惟浩,Weihao Shuai,1382253,6368995,51053075,中国,懂球帝,17,CF,Centre-Forward,China,https://tmssl.akamaized.net//images/flagge/tiny/34.png?lm=1520611569,Chengdu Derui Football Training Center,,free,,€225k,0.225,Free,0.0,true,
China,zh,2026-08-11 12:16 UTC,Transfermarkt 中国中超/中甲/中乙 2026 夏季转会,€,中超|中甲|中乙,中超,成都蓉城,Chengdu Rongcheng,chengdu-rongcheng,https://tmssl.akamaized.net//images/wappen/homepageSmall/65791.png?lm=1735794024,out,2026-06-20,唐梓程,Zicheng Tang,1376884,6383840,51087957,中国,懂球帝,18,GK,Goalkeeper,China,https://tmssl.akamaized.net//images/flagge/tiny/34.png?lm=1520611569,成都蓉城B队,,other,,?,,?,,true,
China,zh,2026-08-11 12:16 UTC,Transfermarkt 中国中超/中甲/中乙 2026 夏季转会,€,中超|中甲|中乙,中超,大连英博,Dalian Yingbo,dalian-yingbo,https://tmssl.akamaized.net//images/wappen/homepageSmall/98080.png?lm=1735960419,out,2026-06-25,李昂,Ang Li,277767,6382375,50211957,中国,懂球帝,32,CB,Centre-Back,China,https://tmssl.akamaized.net//images/flagge/tiny/34.png?lm=1520611569,武汉三镇,,loan,,€100k,0.1,Loan,,true,
China,zh,2026-08-11 12:16 UTC,Transfermarkt 中国中超/中甲/中乙 2026 夏季转会,€,中超|中甲|中乙,中超,深圳新鹏城,Shenzhen Peng City,shenzhen-peng-city,https://tmssl.akamaized.net//images/wappen/homepageSmall/51120.png?lm=1773950007,out,2026-06-18,Filip Benkovic,,293168,6451570,,,,28,CB,Centre-Back,Croatia,https://tmssl.akamaized.net//images/flagge/tiny/37.png?lm=1520611569,Shenzhen Peng City Reserves,,other,,€1.00m,1.0,?,,true,
China,zh,2026-08-11 12:16 UTC,Transfermarkt 中国中超/中甲/中乙 2026 夏季转会,€,中超|中甲|中乙,中超,武汉三镇,Wuhan Three Towns,wuhan-three-towns,https://tmssl.akamaized.net//images/wappen/homepageSmall/70657.png?lm=1735794044,in,2026-06-25,李昂,Ang Li,277767,6382375,50211957,中国,懂球帝,32,CB,Centre-Back,China,https://tmssl.akamaized.net//images/flagge/tiny/34.png?lm=1520611569,大连英博,,loan,,€100k,0.1,Loan,,true,
China,zh,2026-08-11 12:16 UTC,Transfermarkt 中国中超/中甲/中乙 2026 夏季转会,€,中超|中甲|中乙,中超,武汉三镇,Wuhan Three Towns,wuhan-three-towns,https://tmssl.akamaized.net//images/wappen/homepageSmall/70657.png?lm=1735794044,in,2026-06-19,徐正鹏,Zhengpeng Xu,1281972,6451577,51003082,中国,懂球帝,17,DM,Defensive Midfield,China,https://tmssl.akamaized.net//images/flagge/tiny/34.png?lm=1520611569,Wuhan Three Towns Youth,,promotion,,?,,Promotion,,true,
China,zh,2026-08-11 12:16 UTC,Transfermarkt 中国中超/中甲/中乙 2026 夏季转会,€,中超|中甲|中乙,中超,武汉三镇,Wuhan Three Towns,wuhan-three-towns,https://tmssl.akamaized.net//images/wappen/homepageSmall/70657.png?lm=1735794044,out,2026-06-19,郑伊然,Yiran Zheng,1520804,6451584,51211550,中国,懂球帝,19,GK,Goalkeeper,China,https://tmssl.akamaized.net//images/flagge/tiny/34.png?lm=1520611569,武汉三镇B队,,other,,?,,?,,true,
China,zh,2026-08-11 12:16 UTC,Transfermarkt 中国中超/中甲/中乙 2026 夏季转会,€,中超|中甲|中乙,中超,武汉三镇,Wuhan Three Towns,wuhan-three-towns,https://tmssl.akamaized.net//images/wappen/homepageSmall/70657.png?lm=1735794044,out,2026-06-30,夏晓曦,Xiaoxi Xia,1014269,6451575,50753390,中国,懂球帝,21,LW,Left Winger,China,https://tmssl.akamaized.net//images/flagge/tiny/34.png?lm=1520611569,武汉三镇B队,,other,,€75k,0.075,?,,true,
China,zh,2026-08-11 12:16 UTC,Transfermarkt 中国中超/中甲/中乙 2026 夏季转会,€,中超|中甲|中乙,中超,武汉三镇,Wuhan Three Towns,wuhan-three-towns,https://tmssl.akamaized.net//images/wappen/homepageSmall/70657.png?lm=1735794044,out,2026-06-30,阮景威,Jingwei Ruan,1266954,6451579,50976493,中国,懂球帝,21,CB,Centre-Back,China,https://tmssl.akamaized.net//images/flagge/tiny/34.png?lm=1520611569,武汉三镇B队,,other,,€50k,0.05,?,,true,
China,zh,2026-08-11 12:16 UTC,Transfermarkt 中国中超/中甲/中乙 2026 夏季转会,€,中超|中甲|中乙,中超,青岛海牛,Qingdao Hainiu,qingdao-hainiu,https://tmssl.akamaized.net//images/wappen/homepageSmall/8536.png?lm=1757274081,in,2026-06-18,伊鑫阳,Xinyang Yi,1396517,6451587,51105080,中国,懂球帝,20,DF,Defender,China,https://tmssl.akamaized.net//images/flagge/tiny/34.png?lm=1520611569,Qingdao Hainiu U20,,promotion,,?,,Promotion,,true,
China,zh,2026-08-11 12:16 UTC,Transfermarkt 中国中超/中甲/中乙 2026 夏季转会,€,中超|中甲|中乙,中超,青岛海牛,Qingdao Hainiu,qingdao-hainiu,https://tmssl.akamaized.net//images/wappen/homepageSmall/8536.png?lm=1757274081,in,2026-06-18,崔靖尧,Jingyao Cui,1396521,6451588,51105083,中国,懂球帝,20,MF,Midfielder,China,https://tmssl.akamaized.net//images/flagge/tiny/34.png?lm=1520611569,Qingdao Hainiu U20,,promotion,,?,,Promotion,,true,
China,zh,2026-08-11 12:16 UTC,Transfermarkt 中国中超/中甲/中乙 2026 夏季转会,€,中超|中甲|中乙,中超,辽宁铁人,Liaoning Tieren,liaoning-tieren,https://tmssl.akamaized.net//images/wappen/homepageSmall/50973.png?lm=1744453839,in,2026-06-25,吴明屿,Mingyu Wu,1478507,6451624,51146221,中国,懂球帝,19,CB,Centre-Back,China,https://tmssl.akamaized.net//images/flagge/tiny/34.png?lm=1520611569,Liaoning Tieren U19,,promotion,,?,,Promotion,,true,
China,zh,2026-08-11 12:16 UTC,Transfermarkt 中国中超/中甲/中乙 2026 夏季转会,€,中超|中甲|中乙,中超,辽宁铁人,Liaoning Tieren,liaoning-tieren,https://tmssl.akamaized.net//images/wappen/homepageSmall/50973.png?lm=1744453839,out,2026-06-25,Hanbo Zhang,,1521968,6451620,,,,20,GK,Goalkeeper,China,https://tmssl.akamaized.net//images/flagge/tiny/34.png?lm=1520611569,Liaoning Tieren U20,,other,,?,,?,,true,
China,zh,2026-08-11 12:16 UTC,Transfermarkt 中国中超/中甲/中乙 2026 夏季转会,€,中超|中甲|中乙,中甲,梅州客家,Meizhou Hakka,meizhou-hakka,https://tmssl.akamaized.net//images/wappen/homepageSmall/38929.png?lm=1763155035,in,2026-06-25,Hamza Sakhi,,263951,6382523,,,,30,AM,Attacking Midfield,Morocco,https://tmssl.akamaized.net//images/flagge/tiny/107.png?lm=1520611569,Wydad Casablanca,,free,,€450k,0.45,Free,0.0,true,
China,zh,2026-08-11 12:16 UTC,Transfermarkt 中国中超/中甲/中乙 2026 夏季转会,€,中超|中甲|中乙,中甲,梅州客家,Meizhou Hakka,meizhou-hakka,https://tmssl.akamaized.net//images/wappen/homepageSmall/38929.png?lm=1763155035,in,2026-06-23,余炜廉,Wai-Lim Yu,429088,6377165,50255324,中国香港,懂球帝,27,CB,Centre-Back,Hongkong,https://tmssl.akamaized.net//images/flagge/tiny/218.png?lm=1520611569,Lee Man,,free,,€100k,0.1,Free,0.0,true,
China,zh,2026-08-11 12:16 UTC,Transfermarkt 中国中超/中甲/中乙 2026 夏季转会,€,中超|中甲|中乙,中甲,梅州客家,Meizhou Hakka,meizhou-hakka,https://tmssl.akamaized.net//images/wappen/homepageSmall/38929.png?lm=1763155035,in,2026-06-22,朱宝杰,Baojie Zhu,211068,6374348,50021066,中国,懂球帝,36,DM,Defensive Midfield,China,https://tmssl.akamaized.net//images/flagge/tiny/34.png?lm=1520611569,宁波队,,free,,€10k,0.01,Free,0.0,true,
China,zh,2026-08-11 12:16 UTC,Transfermarkt 中国中超/中甲/中乙 2026 夏季转会,€,中超|中甲|中乙,中甲,梅州客家,Meizhou Hakka,meizhou-hakka,https://tmssl.akamaized.net//images/wappen/homepageSmall/38929.png?lm=1763155035,out,2026-06-22,胡皓然,Haoran Hu,662501,6374351,50562781,中国,懂球帝,26,GK,Goalkeeper,China,https://tmssl.akamaized.net//images/flagge/tiny/34.png?lm=1520611569,长春喜都,,free,,€50k,0.05,Free,0.0,true,
China,zh,2026-08-11 12:16 UTC,Transfermarkt 中国中超/中甲/中乙 2026 夏季转会,€,中超|中甲|中乙,中甲,梅州客家,Meizhou Hakka,meizhou-hakka,https://tmssl.akamaized.net//images/wappen/homepageSmall/38929.png?lm=1763155035,out,2026-06-21,么旭辰,Xuchen Yao,577830,6373245,50491543,中国,懂球帝,26,RW,Right Winger,China,https://tmssl.akamaized.net//images/flagge/tiny/34.png?lm=1520611569,大连可为,,free,,€25k,0.025,Free,0.0,true,
China,zh,2026-08-11 12:16 UTC,Transfermarkt 中国中超/中甲/中乙 2026 夏季转会,€,中超|中甲|中乙,中甲,梅州客家,Meizhou Hakka,meizhou-hakka,https://tmssl.akamaized.net//images/wappen/homepageSmall/38929.png?lm=1763155035,out,2026-06-21,希尔扎提-努尔,Sherzat Nur,789649,6374340,50652585,中国,懂球帝,22,CM,Central Midfield,China,https://tmssl.akamaized.net//images/flagge/tiny/34.png?lm=1520611569,湖北青年星,,other,,€75k,0.075,?,,true,
China,zh,2026-08-11 12:16 UTC,Transfermarkt 中国中超/中甲/中乙 2026 夏季转会,€,中超|中甲|中乙,中甲,长春亚泰,Changchun Yatai,changchun-yatai,https://tmssl.akamaized.net//images/wappen/homepageSmall/4768.png?lm=1406123036,in,2026-07-03,周大地,Dadi Zhou,316345,6399459,50229727,中国,懂球帝,30,LM,Left Midfield,China,https://tmssl.akamaized.net//images/flagge/tiny/34.png?lm=1520611569,佛山南狮,,free,,€75k,0.075,Free,0.0,true,
China,zh,2026-08-11 12:16 UTC,Transfermarkt 中国中超/中甲/中乙 2026 夏季转会,€,中超|中甲|中乙,中甲,广东广州豹,Guangdong GZ-Power,guangdong-gz-power,https://tmssl.akamaized.net//images/wappen/homepageSmall/107713.png?lm=1777215383,in,2026-06-26,王贺毅,Heyi Wang,1484214,6451631,51183686,中国,懂球帝,17,MF,Midfielder,China,https://tmssl.akamaized.net//images/flagge/tiny/34.png?lm=1520611569,Guangdong GZ-Power Youth,,promotion,,?,,Promotion,,true,
China,zh,2026-08-11 12:16 UTC,Transfermarkt 中国中超/中甲/中乙 2026 夏季转会,€,中超|中甲|中乙,中甲,广东广州豹,Guangdong GZ-Power,guangdong-gz-power,https://tmssl.akamaized.net//images/wappen/homepageSmall/107713.png?lm=1777215383,in,2026-06-26,韦文宁,Wenning Wei,1379278,6451632,51089880,中国,懂球帝,18,FW,Striker,China,https://tmssl.akamaized.net//images/flagge/tiny/34.png?lm=1520611569,Guangdong GZ-Power Youth,,promotion,,?,,Promotion,,true,
China,zh,2026-08-11 12:16 UTC,Transfermarkt 中国中超/中甲/中乙 2026 夏季转会,€,中超|中甲|中乙,中甲,定南赣联,Dingnan United,dingnan-united,https://tmssl.akamaized.net//images/wappen/homepageSmall/45500.png?lm=1775167660,in,2026-06-26,杜君鹏,Junpeng Du,231434,6382722,50118659,中国,懂球帝,35,CB,Centre-Back,China,https://tmssl.akamaized.net//images/flagge/tiny/34.png?lm=1520611569,南京城市,,free,,€25k,0.025,Free,0.0,true,
China,zh,2026-08-11 12:16 UTC,Transfermarkt 中国中超/中甲/中乙 2026 夏季转会,€,中超|中甲|中乙,中甲,苏州东吴,Suzhou Dongwu,suzhou-dongwu,https://tmssl.akamaized.net//images/wappen/homepageSmall/39268.png?lm=1522271755,out,2026-07-01,张凌峰,Lingfeng Zhang,439780,6392658,50268922,中国,懂球帝,29,AM,Attacking Midfield,China,https://tmssl.akamaized.net//images/flagge/tiny/34.png?lm=1520611569,宁波队,,free,,€50k,0.05,Free,0.0,true,
China,zh,2026-08-11 12:16 UTC,Transfermarkt 中国中超/中甲/中乙 2026 夏季转会,€,中超|中甲|中乙,中甲,苏州东吴,Suzhou Dongwu,suzhou-dongwu,https://tmssl.akamaized.net//images/wappen/homepageSmall/39268.png?lm=1522271755,out,2026-06-22,陈骜,Ao Chen,468289,6374336,50474027,中国,懂球帝,25,CM,Central Midfield,China,https://tmssl.akamaized.net//images/flagge/tiny/34.png?lm=1520611569,宁波队,,free,,€25k,0.025,Free,0.0,true,
China,zh,2026-08-11 12:16 UTC,Transfermarkt 中国中超/中甲/中乙 2026 夏季转会,€,中超|中甲|中乙,中甲,南京城市,Nanjing City,nanjing-city,https://tmssl.akamaized.net//images/wappen/homepageSmall/72879.png?lm=1680038357,out,2026-06-26,杜君鹏,Junpeng Du,231434,6382722,50118659,中国,懂球帝,35,CB,Centre-Back,China,https://tmssl.akamaized.net//images/flagge/tiny/34.png?lm=1520611569,定南赣联,,free,,€25k,0.025,Free,0.0,true,
China,zh,2026-08-11 12:16 UTC,Transfermarkt 中国中超/中甲/中乙 2026 夏季转会,€,中超|中甲|中乙,中甲,宁波队,Ningbo FC,ningbo-fc,https://tmssl.akamaized.net//images/wappen/homepageSmall/41626.png?lm=1777215434,in,2026-06-22,陈骜,Ao Chen,468289,6374336,50474027,中国,懂球帝,25,CM,Central Midfield,China,https://tmssl.akamaized.net//images/flagge/tiny/34.png?lm=1520611569,苏州东吴,,free,,€25k,0.025,Free,0.0,true,
China,zh,2026-08-11 12:16 UTC,Transfermarkt 中国中超/中甲/中乙 2026 夏季转会,€,中超|中甲|中乙,中甲,宁波队,Ningbo FC,ningbo-fc,https://tmssl.akamaized.net//images/wappen/homepageSmall/41626.png?lm=1777215434,in,2026-07-01,张凌峰,Lingfeng Zhang,439780,6392658,50268922,中国,懂球帝,29,AM,Attacking Midfield,China,https://tmssl.akamaized.net//images/flagge/tiny/34.png?lm=1520611569,苏州东吴,,free,,€50k,0.05,Free,0.0,true,
China,zh,2026-08-11 12:16 UTC,Transfermarkt 中国中超/中甲/中乙 2026 夏季转会,€,中超|中甲|中乙,中甲,宁波队,Ningbo FC,ningbo-fc,https://tmssl.akamaized.net//images/wappen/homepageSmall/41626.png?lm=1777215434,in,2026-06-26,姚俊宇,Junyu Yao,1273328,6414340,51003180,中国,懂球帝,18,MF,Midfielder,China,https://tmssl.akamaized.net//images/flagge/tiny/34.png?lm=1520611569,Shandong Luneng Taishan Football School,,free,,?,,Free,0.0,true,
China,zh,2026-08-11 12:16 UTC,Transfermarkt 中国中超/中甲/中乙 2026 夏季转会,€,中超|中甲|中乙,中甲,宁波队,Ningbo FC,ningbo-fc,https://tmssl.akamaized.net//images/wappen/homepageSmall/41626.png?lm=1777215434,out,2026-06-22,朱宝杰,Baojie Zhu,211068,6374348,50021066,中国,懂球帝,36,DM,Defensive Midfield,China,https://tmssl.akamaized.net//images/flagge/tiny/34.png?lm=1520611569,梅州客家,,free,,€10k,0.01,Free,0.0,true,
China,zh,2026-08-11 12:16 UTC,Transfermarkt 中国中超/中甲/中乙 2026 夏季转会,€,中超|中甲|中乙,中甲,佛山南狮,Foshan Nanshi,foshan-nanshi,https://tmssl.akamaized.net//images/wappen/homepageSmall/54134.png?lm=1705703207,out,2026-06-18,李博文,Bowen Li,316037,6366441,50501869,中国,懂球帝,31,CB,Centre-Back,China,https://tmssl.akamaized.net//images/flagge/tiny/34.png?lm=1520611569,厦门飞鹭,,free,,€50k,0.05,Free,0.0,true,
China,zh,2026-08-11 12:16 UTC,Transfermarkt 中国中超/中甲/中乙 2026 夏季转会,€,中超|中甲|中乙,中甲,佛山南狮,Foshan Nanshi,foshan-nanshi,https://tmssl.akamaized.net//images/wappen/homepageSmall/54134.png?lm=1705703207,out,2026-07-03,周大地,Dadi Zhou,316345,6399459,50229727,中国,懂球帝,30,LM,Left Midfield,China,https://tmssl.akamaized.net//images/flagge/tiny/34.png?lm=1520611569,长春亚泰,,free,,€75k,0.075,Free,0.0,true,
China,zh,2026-08-11 12:16 UTC,Transfermarkt 中国中超/中甲/中乙 2026 夏季转会,€,中超|中甲|中乙,中甲,无锡吴钩,Wuxi Wugo,wuxi-wugo,https://tmssl.akamaized.net//images/wappen/homepageSmall/85923.png?lm=1708369663,out,2026-06-25,凯赛尔-吐尔逊,Qeyser Tursun,890057,6382377,50632560,中国,懂球帝,24,AM,Attacking Midfield,China,https://tmssl.akamaized.net//images/flagge/tiny/34.png?lm=1520611569,厦门飞鹭,,free,,€100k,0.1,Free,0.0,true,
China,zh,2026-08-11 12:16 UTC,Transfermarkt 中国中超/中甲/中乙 2026 夏季转会,€,中超|中甲|中乙,中乙,长春喜都,Changchun Xidu,changchun-xidu,https://tmssl.akamaized.net//images/wappen/homepageSmall/99384.png?lm=1705704074,in,2026-06-22,胡皓然,Haoran Hu,662501,6374351,50562781,中国,懂球帝,26,GK,Goalkeeper,China,https://tmssl.akamaized.net//images/flagge/tiny/34.png?lm=1520611569,梅州客家,,free,,€50k,0.05,Free,0.0,true,
China,zh,2026-08-11 12:16 UTC,Transfermarkt 中国中超/中甲/中乙 2026 夏季转会,€,中超|中甲|中乙,中乙,长春喜都,Changchun Xidu,changchun-xidu,https://tmssl.akamaized.net//images/wappen/homepageSmall/99384.png?lm=1705704074,out,2026-06-29,陈子桐,Zitong Chen,492151,6389865,50438484,中国,懂球帝,29,MF,Midfielder,China,https://tmssl.akamaized.net//images/flagge/tiny/34.png?lm=1520611569,青岛红狮,,free,,?,,Free,0.0,true,
China,zh,2026-08-11 12:16 UTC,Transfermarkt 中国中超/中甲/中乙 2026 夏季转会,€,中超|中甲|中乙,中乙,大连可为,Dalian Kewei,dalian-kewei,https://tmssl.akamaized.net//images/wappen/homepageSmall/125947.png?lm=1773951761,in,2026-06-21,么旭辰,Xuchen Yao,577830,6373245,50491543,中国,懂球帝,26,RW,Right Winger,China,https://tmssl.akamaized.net//images/flagge/tiny/34.png?lm=1520611569,梅州客家,,free,,€25k,0.025,Free,0.0,true,
China,zh,2026-08-11 12:16 UTC,Transfermarkt 中国中超/中甲/中乙 2026 夏季转会,€,中超|中甲|中乙,中乙,大连英博B队,Dalian Yingbo B,dalian-yingbo-b,https://tmssl.akamaized.net//images/wappen/homepageSmall/137958.png?lm=1770830386,in,2026-06-18,胡明宇,Mingyu Hu,1376883,6368271,51060558,中国,懂球帝,19,CF,Centre-Forward,China,https://tmssl.akamaized.net//images/flagge/tiny/34.png?lm=1520611569,Shanghai Shenhua U20,,transfer,,?,,€18k,0.018,true,
China,zh,2026-08-11 12:16 UTC,Transfermarkt 中国中超/中甲/中乙 2026 夏季转会,€,中超|中甲|中乙,中乙,山西崇德荣海,Shanxi Chongde Ronghai,shanxi-chongde-ronghai,https://tmssl.akamaized.net//images/wappen/homepageSmall/94351.png?lm=1773952095,in,2026-06-19,何麟立,Linli He,603979,6370706,50490827,中国,懂球帝,26,CM,Central Midfield,China,https://tmssl.akamaized.net//images/flagge/tiny/34.png?lm=1520611569,Anhui Wanmei,,free,,?,,Free,0.0,true,
China,zh,2026-08-11 12:16 UTC,Transfermarkt 中国中超/中甲/中乙 2026 夏季转会,€,中超|中甲|中乙,中乙,山西崇德荣海,Shanxi Chongde Ronghai,shanxi-chongde-ronghai,https://tmssl.akamaized.net//images/wappen/homepageSmall/94351.png?lm=1773952095,in,2026-06-19,朱云天,Yuntian Zhu,1559911,6373244,51243600,中国,懂球帝,22,RM,Right Midfield,China,https://tmssl.akamaized.net//images/flagge/tiny/34.png?lm=1520611569,Unknown,,free,,?,,Free,0.0,true,
China,zh,2026-08-11 12:16 UTC,Transfermarkt 中国中超/中甲/中乙 2026 夏季转会,€,中超|中甲|中乙,中乙,山西崇德荣海,Shanxi Chongde Ronghai,shanxi-chongde-ronghai,https://tmssl.akamaized.net//images/wappen/homepageSmall/94351.png?lm=1773952095,out,2026-06-18,Shang Ma,,1514078,6370709,,,,22,DF,Defender,China,https://tmssl.akamaized.net//images/flagge/tiny/34.png?lm=1520611569,Without Club,,other,,?,,?,,true,
China,zh,2026-08-11 12:16 UTC,Transfermarkt 中国中超/中甲/中乙 2026 夏季转会,€,中超|中甲|中乙,中乙,山西崇德荣海,Shanxi Chongde Ronghai,shanxi-chongde-ronghai,https://tmssl.akamaized.net//images/wappen/homepageSmall/94351.png?lm=1773952095,out,2026-06-18,Zeyu Song,,1251769,6370707,,,,21,DF,Defender,China,https://tmssl.akamaized.net//images/flagge/tiny/34.png?lm=1520611569,Without Club,,other,,?,,?,,true,
China,zh,2026-08-11 12:16 UTC,Transfermarkt 中国中超/中甲/中乙 2026 夏季转会,€,中超|中甲|中乙,中乙,兰州陇原竞技,Lanzhou Longyuan Athletic,lanzhou-longyuan-athletic,https://tmssl.akamaized.net//images/wappen/homepageSmall/50971.png?lm=1773952071,in,2026-06-26,卢致远,Zhiyuan Lu,944636,6382729,50742771,中国,懂球帝,22,FW,Striker,China,https://tmssl.akamaized.net//images/flagge/tiny/34.png?lm=1520611569,厦门飞鹭,,free,,?,,Free,0.0,true,
China,zh,2026-08-11 12:16 UTC,Transfermarkt 中国中超/中甲/中乙 2026 夏季转会,€,中超|中甲|中乙,中乙,青岛红狮,Qingdao Red Lions,qingdao-red-lions,https://tmssl.akamaized.net//images/wappen/homepageSmall/53326.png?lm=1745609081,in,2026-06-29,陈子桐,Zitong Chen,492151,6389865,50438484,中国,懂球帝,29,MF,Midfielder,China,https://tmssl.akamaized.net//images/flagge/tiny/34.png?lm=1520611569,长春喜都,,free,,?,,Free,0.0,true,
China,zh,2026-08-11 12:16 UTC,Transfermarkt 中国中超/中甲/中乙 2026 夏季转会,€,中超|中甲|中乙,中乙,上海海港富盛经开,Shanghai Second,shanghai-second,https://tmssl.akamaized.net//images/wappen/homepageSmall/107467.png?lm=1742323503,out,2026-06-22,Qiushi Wang,,1406253,6374363,,,,20,FW,Striker,China,https://tmssl.akamaized.net//images/flagge/tiny/34.png?lm=1520611569,Qingdao West Coast U20,,free,,?,,Free,0.0,true,
China,zh,2026-08-11 12:16 UTC,Transfermarkt 中国中超/中甲/中乙 2026 夏季转会,€,中超|中甲|中乙,中乙,上海海港B队,Shanghai Port B,shanghai-port-b,https://tmssl.akamaized.net//images/wappen/homepageSmall/115122.png?lm=1702165860,in,2026-06-18,姜宇斐,Yufei Jiang,1520572,6383753,51211543,中国,懂球帝,19,DF,Defender,China,https://tmssl.akamaized.net//images/flagge/tiny/34.png?lm=1520611569,上海海港,,other,,?,,?,,true,
